english,part_of_speech,alutiiq_north,north_audio,north_sentence,alutiiq_south,south_audio,south_sentence,image_name,root_word,category,edited_by,notes,completed,approved
smoke a cigarette,,,,,puyuruarluni,puyuruarluni,,,,,,,,,,CDKA (98),
sandpaper,,,,,qaacaq,qaacaq,,,,,,,,,,CDKA (92),
"chamber pot, honeybucket",,,,,qaaluq,qaaluq,,,,,,,,,,CDKA (45),
fern,,,,,qaataq,qaataq,,,,,,,,,,CDKA (56),
fiddlehead fern,,,,,qaataqutaq,qaataqutaq,,,,,,,,,,CDKA (56),
slap him,,,,,qacarlluku,qacarlluku,,,,,,,,,,CDKA (96),
clap (repeatedly),,,,,qacarqurluni,qacarqurluni,,,,,,,,,,CDKA (46),
clap (once),,,,,qacaulluni,qacaulluni,,,,,,,,,,CDKA (46),
get wrinkled (skin),,,,,qaculuku,qaculuku,,,,,,,,,,CDKA (118),
wrinkle,,,,,qacuq,qacuq,,,,,,,,,,CDKA (118),
"(wave) washes over it, wave breaks on it, sweeps it away",,,,,qagerluku,qagerluku,,,,,,,,,,CDKA (115),
puffin,,,,,qagiyaq,qagiyaq,,,,,,,,,,CDKA (88),
why,,,,,qai-cali,qai-cali,,,,,,,,,,CDKA (117),
baby seal,,,,,qaigya'aq,qaigya'aq,,,,,,,,,,CDKA (93),
body surface,,,,,qaik,qaik,,,,,,,,,,CDKA (41),
my body,,,,,qaika,qaika,,,,,,,,,,CDKA (41),
have it on top of one,,,,,qaimiaqlluku,qaimiaqlluku,,,,,,,,,,CDKA (109),
put it on top (of oneself),,,,,qaimigluku,qaimigluku,,,,,,,,,,CDKA (88),
put it on top of one,,,,,qaimigluku,qaimigluku,,,,,,,,,,CDKA (82),
his body,,,,,qainga,qainga,,,,,,,,,,CDKA (41),
on top of it (a surface),,,,,qainga,qainga,,,,,,,,,,CDKA (109),
harlequin duck,,,,,qainiaq,qainiaq,,,,,,,,,,CDKA (64),
cave,,,,,qaiqunaq,qaiqunaq,,,,,,,,,,CDKA (44),
"upset him, hurt his feelings",,,,,qaisuuglluku,qaisuuglluku,,,,,,,,,,CDKA (113),
"get upset, one's feelings get hurt, have hurt feelings",,,,,qaisuugluni,qaisuugluni,,,,,,,,,,CDKA (113),
"get soap (or other irritant) in one's eyes, eyes are irritated (by soap, etc.)",,,,,qakegcilukek,qakegcilukek,,,,,,,,,,CDKA (54),
one's eyes are irritated,,,,,qakegciluku,qakegciluku,,,,,,,,,,CDKA (69),
those out there,,,,,qakemkut,qakemkut,,,,,,,,,,CDKA (82),
that one out there,,,,,qakemna,qakemna,,,,,,,,,,CDKA (82),
win,,,,,qakgwa'iluni,qakgwa'iluni,,,,,,,,,,CDKA (117),
beat him (in game),,,,,qakgwarluku,qakgwarluku,,,,,,,,,,CDKA (39),
"silver salmon, cohoe",,,,,qakiiyaq,qakiiyaq,,,,,,,,,,CDKA (91),
out there,,,,,qakma,qakma,,,,,,,,,,CDKA (82),
(by way of) out there,,,,,qakmaagun,qakmaagun,,,,,,,,,,CDKA (82),
from out there,,,,,qakmaken,qakmaken,,,,,,,,,,CDKA (82),
(located) out there,,,,,qakmani,qakmani,,,,,,,,,,CDKA (82),
when (in the future),,,,,qaku,qaku,,,,,,,,,,CDKA (117),
some other time,,,,,qakunguaqu,qakunguaqu,,,,,,,,,,CDKA (98),
"whistle blows, yell, scream (once), cry out",,,,,qal'irluni,qal'irluni,,,,,,,,,,CDKA (41),
"pile them up, stack them up",,,,,qaligialluki,qaligialluki,,,,,,,,,,CDKA (85),
"variable wind, wind from different directions",,,,,qalii'iq,qalii'iq,,,,,,,,,,CDKA (117),
upstairs,,,,,qall'iq,qall'iq,,,,,,,,,,CDKA (113),
navel,,,,,qallaciq,qallaciq,,,,,,,,,,CDKA (79),
boil it,,,,,qallagkwarluku,qallagkwarluku,,,,,,,,,,CDKA (41),
boil,,,,,qallaluni,qallaluni,,,,,,,,,,CDKA (41),
mold,,,,,qalleq,qalleq,,,,,,,,,,CDKA (77),
be moldy,,,,,qallerluku,qallerluku,,,,,,,,,,CDKA (77),
"be forward, bold, not be bashful",,,,,qallnganarluni,qallnganarluni,,,,,,,,,,CDKA (58),
"breaker (wave), reef",,,,,qalmiaq,qalmiaq,,,,,,,,,,CDKA (42),
there are breakers,,,,,qalmiarluni,qalmiarluni,,,,,,,,,,CDKA (42),
raven,,,,,qalnga'aq,qalnga'aq,,,,,,,,,,CDKA (89),
"yell, scream (repeatedly)",,,,,qalrialuni,qalrialuni,,,,,,,,,,CDKA (119),
"keep crying out, scream repeatedly",,,,,qalriurluni,qalriurluni,,,,,,,,,,CDKA (48),
dip some out,,,,,qalulluni,qalulluni,,,,,,,,,,CDKA (51),
"dip it out, also dip it in (into something), ladle it",,,,,qaluluku,qaluluku,,,,,,,,,,CDKA (51),
dipnet,,,,,qalusuun,qalusuun,,,,,,,,,,CDKA (51),
"dipper, bailer",,,,,qalutaq,qalutaq,,,,,,,,,,CDKA (51),
of that one in there,,,,,qam'um,qam'um,,,,,,,,,,CDKA (69),
in there,,,,,qama'i,qama'i,,,,,,,,,,CDKA (68),
there,,,,,qama'ut,qama'ut,,,,,,,,,,CDKA (68),
(by way of) in there,,,,,qamaagun,qamaagun,,,,,,,,,,CDKA (68),
from in there,,,,,qamaken,qamaken,,,,,,,,,,CDKA (68),
anklebone,,,,,qamangaq,qamangaq,,,,,,,,,,CDKA (36),
(located) in there,,,,,qamani,qamani,,,,,,,,,,CDKA (68),
"turn it down (light. radio, etc.)",,,,,qamcugluku,qamcugluku,,,,,,,,,,CDKA (110),
those in there,,,,,qamkut,qamkut,,,,,,,,,,CDKA (69),
"turn it off (light, gas, radio, etc.), put out (fire)",,,,,qamlluku,qamlluku,,,,,,,,,,CDKA (110),
that one in there,,,,,qamna,qamna,,,,,,,,,,CDKA (69),
tow,,,,,qamurluni,qamurluni,,,,,,,,,,CDKA (110),
mouth,,,,,qaneq,qaneq,,,,,,,,,,CDKA (78),
translate for him,,,,,qanercirluku,qanercirluku,,,,,,,,,,CDKA (110),
cuss,,,,,qanerluni,qanerluni,,,,,,,,,,CDKA (48),
no,,,,,qang'a,qang'a,,,,,,,,,,CDKA (79),
squirrel,,,,,qanganaq,qanganaq,,,,,,,,,,CDKA (101),
hip,,,,,qangillquq,qangillquq,,,,,,,,,,CDKA (66),
"for a long time, since long ago",,,,,qanginek,qanginek,,,,,,,,,,CDKA (108),
"long ago, for a long time",,,,,qangiq,qangiq,,,,,,,,,,CDKA (74),
old one,,,,,qangirllaq,qangirllaq,,,,,,,,,,CDKA (81),
be old,,,,,qangirllauluni,qangirllauluni,,,,,,,,,,CDKA (81),
long sandy point,,,,,qangirnaq,qangirnaq,,,,,,,,,,CDKA (86),
deep hole in creek,,,,,qanglluk,qanglluk,,,,,,,,,,CDKA (48),
"hole in river, fishing hole",,,,,qanglluq,qanglluq,,,,,,,,,,CDKA (65),
when (in the past),,,,,qangwaq,qangwaq,,,,,,,,,,CDKA (117),
wave,,,,,qangyuk,qangyuk,,,,,,,,,,CDKA (116),
there are waves,,,,,qangyungluni,qangyungluni,,,,,,,,,,CDKA (116),
stop snowing,,,,,qaniiyulluni,qaniiyulluni,,,,,,,,,,CDKA (98),
"snow, be snowing",,,,,qaningluni,qaningluni,,,,,,,,,,CDKA (97),
falling snow,,,,,qaniq,qaniq,,,,,,,,,,CDKA (97),
dump,,,,,qanitaq,qanitaq,,,,,,,,,,CDKA (52),
start snowing,,,,,qaniurlluku,qaniurlluku,,,,,,,,,,CDKA (98),
"canister, container, dish, plate",,,,,qantaq,qantaq,,,,,,,,,,CDKA (44),
wrap it (package),,,,,qantarluku,qantarluku,,,,,,,,,,CDKA (118),
bother him,,,,,qapiglluku,qapiglluku,,,,,,,,,,CDKA (41),
"be annoying, mischievous, be bothersome",,,,,qapignarluni,qapignarluni,,,,,,,,,,CDKA (36),
always be annoyed (by mischievous behavior),,,,,qapigtarluni,qapigtarluni,,,,,,,,,,CDKA (35),
be annoyed (by mischievous behavior),,,,,qapigyugluni,qapigyugluni,,,,,,,,,,CDKA (35),
be annoyed at it (mischievous behavior),,,,,qapiklluku,qapiklluku,,,,,,,,,,CDKA (36),
mussel,,,,,qapilaq,qapilaq,,,,,,,,,,CDKA (79),
bubble,,,,,qapuk,qapuk,,,,,,,,,,CDKA (42),
complete it,,,,,qaqilluku,qaqilluku,,,,,,,,,,CDKA (47),
wave breaks,,,,,qar'urluni,qar'urluni,,,,,,,,,,CDKA (42),
red cedar,,,,,qar'usiq,qar'usiq,,,,,,,,,,CDKA (44),
herring roe,,,,,qarayat,qarayat,,,,,,,,,,CDKA (90),
"fish lays eggs, spawn",,,,,qaryaluni,qaryaluni,,,,,,,,,,CDKA (53),
fish eggs,,,,,qaryat,qaryat,,,,,,,,,,CDKA (57),
raw fish or meat,,,,,qasaq,qasaq,,,,,,,,,,CDKA (89),
eat it raw,,,,,qasarluku,qasarluku,,,,,,,,,,CDKA (53),
"eat raw fish or meat, eat uncooked food",,,,,qasarluni,qasarluni,,,,,,,,,,CDKA (89),
birch,,,,,qasrulek,qasrulek,,,,,,,,,,CDKA (40),
seagull,,,,,qatayaq,qatayaq,,,,,,,,,,CDKA (93),
grouse,,,,,qategyuk,qategyuk,,,,,,,,,,CDKA (62),
be white,,,,,qaterluni,qaterluni,,,,,{adj} qatesqaq,,,,,CDKA (116),
be pale in color,,,,,qateryugluni,qateryugluni,,,,,,,,,,CDKA (84),
be tired of waiting,,,,,qatgaarlluni,qatgaarlluni,,,,,,,,,,CDKA (109),
red fox,,,,,qaticaq,qaticaq,,,,,,,,,,CDKA (58),
have it be too peppery for one,,,,,qatlliklluku,qatlliklluku,,,,,,,,,,CDKA (84),
"(body part) stings, smarts",,,,,qatlliluni,qatlliluni,,,,,,,,,,CDKA (101),
"be peppery, hot, spicy, cause one to sting",,,,,qatllinarluni,qatllinarluni,,,,,,,,,,CDKA (84),
drop it hard,,,,,qatngalluku,qatngalluku,,,,,,,,,,CDKA (64),
fall hard,,,,,qatngalluni,qatngalluni,,,,,,,,,,CDKA (64),
bleach,,,,,qatrisuun,qatrisuun,,,,,,,,,,CDKA (40),
choke,,,,,qaturluni,qaturluni,,,,,,,,,,CDKA (46),
of that one up the inlet,,,,,qaug'um,qaug'um,,,,,,,,,,CDKA (113),
small fox,,,,,qaugcicia'aq,qaugcicia'aq,,,,,,,,,,CDKA (58),
how many?,,,,,qaugcin?,qaugcin?,,,,,{abl} qaugcinek,,,,,CDKA (66),
what time is it?,,,,,qaugcinek kaugtau'u?,qaugcinek kaugtau'u?,,,,,,,,,,CDKA (108),
any number,,,,,qaugcinginaat,qaugcinginaat,,,,,,,,,,CDKA (36),
those up the inlet,,,,,qaugkut,qaugkut,,,,,,,,,,CDKA (112),
eyebrows,,,,,qaugluk,qaugluk,,,,,,,,,,CDKA (54),
eyebrow,,,,,qaugluq,qaugluq,,,,,,,,,,CDKA (54),
that one up the inlet,,,,,qaugna,qaugna,,,,,,,,,,CDKA (113),
swell (waves),,,,,qaugyaak,qaugyaak,,,,,,,,,,CDKA (104),
sand,,,,,qaugyaq,qaugyaq,,,,,,,,,,CDKA (92),
barnacle,,,,,qauq,qauq,,,,,,,,,,CDKA (39),
"doze off, keep dozing off",,,,,qawa'aluni,qawa'aluni,,,,,,,,,,CDKA (52),
up the inlet,,,,,qawa'i,qawa'i,,,,,,,,,,CDKA (112),
go up the inlet,,,,,qawa'irlluni,qawa'irlluni,,,,,,,,,,CDKA (112),
(heading) up the inlet,,,,,qawa'ut,qawa'ut,,,,,,,,,,CDKA (113),
(by way of) up the inlet,,,,,qawaagun,qawaagun,,,,,,,,,,CDKA (112),
from up the inlet,,,,,qawaken,qawaken,,,,,,,,,,CDKA (113),
take a nap,,,,,qawamlinguarluni,qawamlinguarluni,,,,,,,,,,CDKA (79),
put him to bed,,,,,qawangcarluku,qawangcarluku,,,,,,,,,,CDKA (88),
dream,,,,,qawanguq,qawanguq,,,,,,,,,,CDKA (52),
"dream, have a dream",,,,,qawangurtualuni,qawangurtualuni,,,,,,,,,,CDKA (52),
(located) up the inlet,,,,,qawani,qawani,,,,,,,,,,CDKA (113),
he is dozing off,,,,,qawarauq,qawarauq,,,,,,,,,,CDKA (52),
sleep,,,,,qawarluni,qawarluni,,,,,,,,,,CDKA (96),
be sleepy,,,,,qawarniluni,qawarniluni,,,,,,,,,,CDKA (97),
sleeping bag,,,,,qawarsuun,qawarsuun,,,,,,,,,,CDKA (96),
"spend the night, stay overnight",,,,,qawartarluni,qawartarluni,,,,,,,,,,CDKA (80),
bedroom,,,,,qawarwik,qawarwik,,,,,,,,,,CDKA (39),
be groggy after sleeping,,,,,qawiqlluni,qawiqlluni,,,,,,,,,,CDKA (96),
"call him, yell (once) at him",,,,,qayagaurluku,qayagaurluku,,,,,,,,,,CDKA (119),
"call, yell (once)",,,,,qayagaurluni,qayagaurluni,,,,,,,,,,CDKA (43),
"call him repeatedly, yell (repeatedly) at him",,,,,qayagauwaluku,qayagauwaluku,,,,,,,,,,CDKA (44),
"call repeatedly, yell (repeatedly)",,,,,qayagauwaluni,qayagauwaluni,,,,,,,,,,CDKA (43),
holler at him,,,,,qayaluku,qayaluku,,,,,,,,,,CDKA (66),
one-hole baidarka,,,,,qayanguaq,qayanguaq,,,,,,,,,,CDKA (38),
baidarka (now usually used to mean 'boat'),,,,,qayaq,qayaq,,,,,,,,,,CDKA (38),
two-hole baidarka,,,,,qayarpak,qayarpak,,,,,,,,,,CDKA (38),
run (continuously),,,,,qec'ngallualuni,qec'ngallualuni,,,,,,,,,,CDKA (91),
"run, start off running",,,,,qecengluni,qecengluni,,,,,,,,,,CDKA (91),
spit at it,,,,,qecirluku,qecirluku,,,,,,,,,,CDKA (99),
spit,,,,,qecirluni,qecirluni,,,,,,,,,,CDKA (99),
spit at it repeatedly,,,,,qeciyarluku,qeciyarluku,,,,,,,,,,CDKA (100),
spit repeatedly,,,,,qeciyarluni,qeciyarluni,,,,,,,,,,CDKA (100),
choke on food,,,,,qecugilluni,qecugilluni,,,,,,,,,,CDKA (46),
"grab it with claws, pull it off",,,,,qecugluku,qecugluku,,,,,,,,,,CDKA (62),
spit it out,,,,,qecuulluku,qecuulluku,,,,,,,,,,CDKA (99),
grab it repeatedly with claws,,,,,qecuwaluku,qecuwaluku,,,,,,,,,,CDKA (62),
peel it,,,,,qelltairluku,qelltairluku,,,,,,,,,,CDKA (84),
"bark (of tree), peeling",,,,,qellteq,qellteq,,,,,,,,,,CDKA (39),
scratch it (with something sharp),,,,,qelluugluku,qelluugluku,,,,,,,,,,CDKA (93),
scratch it (repeatedly),,,,,qelluuwarluku,qelluuwarluku,,,,,,,,,,CDKA (93),
have cramps,,,,,qeluiluni,qeluiluni,,,,,,,,,,CDKA (48),
"bend over, double up, be stooped with age",,,,,qeluluni,qeluluni,,,,,{stat} qelunga'iluni,,,,,CDKA (39),
eyelashes (both sides),,,,,qemeryat,qemeryat,,,,,,,,,,CDKA (54),
"choke him, strangle him",,,,,qemilluku,qemilluku,,,,,,,,,,CDKA (46),
be sick,,,,,qenaluni,qenaluni,,,,,,,,,,CDKA (95),
start to get sick,,,,,qenangluni,qenangluni,,,,,,,,,,CDKA (95),
hospital,,,,,qenawik,qenawik,,,,,,,,,,CDKA (66),
grunt,,,,,qenerlluni,qenerlluni,,,,,,,,,,CDKA (63),
nose,,,,,qengaq,qengaq,,,,,,,,,,CDKA (80),
maggot,,,,,qepel'uq,qepel'uq,,,,,,,,,,CDKA (75),
be feverish,,,,,qepeqsugluni,qepeqsugluni,,,,,,,,,,CDKA (56),
be low (in stature),,,,,qerkinani,qerkinani,,,,,,,,,,CDKA (75),
lip,,,,,qerlluq,qerlluq,,,,,,,,,,CDKA (73),
have a high voice,,,,,qersakinani,qersakinani,,,,,,,,,,CDKA (66),
have a deep voice,,,,,qersatuluni,qersatuluni,,,,,,,,,,CDKA (50),
gas in stomach,,,,,qertuneq,qertuneq,,,,,,,,,,CDKA (59),
have gas in one's stomach,,,,,qertunirluku,qertunirluku,,,,,,,,,,CDKA (60),
be lazy (for the moment),,,,,qesaluni,qesaluni,,,,,,,,,,CDKA (72),
be lethargic,,,,,qesangsiluni,qesangsiluni,,,,,,,,,,CDKA (72),
be lazy (all the time),,,,,qesatarluni,qesatarluni,,,,,,,,,,CDKA (72),
fade,,,,,qesuirluni,qesuirluni,,,,,,,,,,CDKA (54),
coal,,,,,qetek,qetek,,,,,,,,,,CDKA (46),
bend over backwards,,,,,qeterlluni,qeterlluni,,,,,,,,,,CDKA (40),
"hop along, jump (repeatedly)",,,,,qetga'aluni,qetga'aluni,,,,,,,,,,CDKA (66),
he is hopping,,,,,qetgerauq,qetgerauq,,,,,,,,,,CDKA (66),
"hop (once), jump",,,,,qetgerluni,qetgerluni,,,,,,,,,,CDKA (66),
cry,,,,,qialuni,qialuni,,,,,,,,,,CDKA (48),
look under one's eyebrows (repeatedly),,,,,qigcialuni,qigcialuni,,,,,,,,,,CDKA (74),
"look or peer under one's eyebrows (for example, when an older person is admonishing one)",,,,,qigcigluni,qigcigluni,,,,,,,,,,CDKA (74),
gray hair,,,,,qiiret,qiiret,,,,,,,,,,CDKA (63),
sinew,,,,,qikarlluk,qikarlluk,,,,,,,,,,CDKA (95),
island,,,,,qikertaq,qikertaq,,,,,,,,,,CDKA (69),
be shy of him,,,,,qikiklluku,qikiklluku,,,,,,,,,,CDKA (96),
"be shameful, be disgraceful",,,,,qikinarluni,qikinarluni,,,,,,,,,,CDKA (94),
be shy (all the time),,,,,qikitarluni,qikitarluni,,,,,,,,,,CDKA (95),
clay,,,,,qikuq,qikuq,,,,,,,,,,CDKA (46),
be gray,,,,,qikurngaluni,qikurngaluni,,,,,,,,,,CDKA (62),
roof of mouth,,,,,qila'aq,qila'aq,,,,,,,,,,CDKA (90),
cloud,,,,,qilaglluk,qilaglluk,,,,,,,,,,CDKA (46),
"knit it, crochet it",,,,,qilagluku,qilagluku,,,,,,,,,,CDKA (71),
"knit, crochet",,,,,qilagluni,qilagluni,,,,,,,,,,CDKA (71),
"sky, heaven, cloudy",,,,,qilak,qilak,,,,,,,,,,CDKA (96),
"be cloudy, overcast",,,,,qilangluni,qilangluni,,,,,,,,,,CDKA (46),
belt,,,,,qilau'un,qilau'un,,,,,,,,,,CDKA (39),
ring finger,,,,,qilimaq,qilimaq,,,,,,,,,,CDKA (56),
braid it,,,,,qillerlluku,qillerlluku,,,,,,,,,,CDKA (42),
bark at him,,,,,qilugluku,qilugluku,,,,,,,,,,CDKA (39),
bark (dog),,,,,qilugluni,qilugluni,,,,,,,,,,CDKA (39),
"feel bad, in a bad mood",,,,,qilukicugluni,qilukicugluni,,,,,,,,,,CDKA (55),
braided seal intestines,,,,,qiluryat,qiluryat,,,,,,,,,,CDKA (68),
"guts, intestines",,,,,qilut,qilut,,,,,,,,,,CDKA (63),
"scare it away, scare it off",,,,,qimaglluku,qimaglluku,,,,,,,,,,CDKA (92),
run away (from someone or something),,,,,qimagluni,qimagluni,,,,,,,,,,CDKA (91),
"look (in) through something at it, peek in at it",,,,,qinerlluku,qinerlluku,,,,,,,,,,CDKA (75),
"peek in, peer in, look (in) through something (e.g. a window)",,,,,qinerlluni,qinerlluni,,,,,,,,,,CDKA (84),
not like it,,,,,qingaqlluku,qingaqlluku,,,,,,,,,,CDKA (74),
not like things,,,,,qingartarluni,qingartarluni,,,,,,,,,,CDKA (74),
not like something,,,,,qingaryugluni,qingaryugluni,,,,,,,,,,CDKA (74),
sight (a gun),,,,,qinrulluni,qinrulluni,,,,,,,,,,CDKA (96),
"binoculars, spyglass, scop (of a gun)",,,,,qinrutak,qinrutak,,,,,,,,,,CDKA (40),
corner,,,,,qipayaq,qipayaq,,,,,,,,,,CDKA (48),
twist it,,,,,qiplluku,qiplluku,,,,,,,,,,CDKA (111),
twist it (continuously),,,,,qipurluku,qipurluku,,,,,,,,,,CDKA (111),
one gray hair,,,,,qiq,qiq,,,,,,,,,,CDKA (63),
have gray hair,,,,,qirluku,qirluku,,,,,,,,,,CDKA (63),
have convulsions,,,,,qislluni,qislluni,,,,,,,,,,CDKA (47),
rain,,,,,qitengluni,qitengluni,,,,,,,,,,CDKA (88),
drizzle,,,,,qitepllungluni,qitepllungluni,,,,,,,,,,CDKA (52),
rain,,,,,qiteq,qiteq,,,,,,,,,,CDKA (88),
"head of bay, river",,,,,qitga,qitga,,,,,,,,,,CDKA (65),
bow (archery),,,,,qitguyaq,qitguyaq,,,,,,,,,,CDKA (41),
stop raining,,,,,qitriulluni,qitriulluni,,,,,,,,,,CDKA (89),
start raining,,,,,qitrurlluku,qitrurlluku,,,,,,,,,,CDKA (88),
northern lights are out,,,,,qiug'irluni,qiug'irluni,,,,,,,,,,CDKA (81),
curl it (hair),,,,,qiuglluku,qiuglluku,,,,,,,,,,CDKA (48),
northern lights,,,,,qiugyat,qiugyat,,,,,,,,,,CDKA (81),
"get ripe, ripen",,,,,qiuluni,qiuluni,,,,,,,,,,CDKA (90),
keep crying,,,,,qiyaurluni,qiyaurluni,,,,,,,,,,CDKA (48),
be hard to split,,,,,qugcialluni (qugcialnguq),qugcialluni (qugcialnguq),,,,,,,,,,CDKA (100),
be easy to split,,,,,qugcigluni (qugcisqaq),qugcigluni (qugcisqaq),,,,,,,,,,CDKA (100),
"get firewood, pack wood",,,,,qugtarluni,qugtarluni,,,,,,,,,,CDKA (60),
ham of animal,,,,,qugtuqaq,qugtuqaq,,,,,,,,,,CDKA (63),
swan,,,,,qugyuk,qugyuk,,,,,,,,,,CDKA (104),
be fat (person),,,,,quililuni,quililuni,,,,,,,,,,CDKA (55),
marmot,,,,,quiriq,quiriq,,,,,,,,,,CDKA (76),
the middle of it,,,,,qukaa,qukaa,,,,,,,,,,CDKA (77),
go through the middle of it,,,,,qukairluku,qukairluku,,,,,,,,,,CDKA (77),
waist,,,,,qukaq,qukaq,,,,,,,,,,CDKA (114),
the one in the middle of it,,,,,qukaqllia,qukaqllia,,,,,,,,,,CDKA (77),
"(hit it) in the middle, (cut it) in half",,,,,qukatrulluku,qukatrulluku,,,,,,,,,,CDKA (77),
north star,,,,,qukaun,qukaun,,,,,,,,,,CDKA (101),
ten (card),,,,,qula,qula,,,,,,,,,,CDKA (106),
go by over it,,,,,qulairluku,qulairluku,,,,,,,,,,CDKA (83),
ten,,,,,qulen,qulen,,,,,,,,,,CDKA (106),
the one over it,,,,,quleqllia,quleqllia,,,,,,,,,,CDKA (83),
"above it, over it",,,,,qulii,qulii,,,,,,,,,,CDKA (35),
wash it (hair) or wash his hair,,,,,qulilluku,qulilluku,,,,,,,,,,CDKA (116),
wash one's hair,,,,,qulilluni,qulilluni,,,,,,,,,,CDKA (115),
tell him,,,,,quliraulluku,quliraulluku,,,,,,,,,,CDKA (106),
story,,,,,quliyanguaq,quliyanguaq,,,,,,,,,,CDKA (102),
tell (a story) about it,,,,,quliyanguaqlluku,quliyanguaqlluku,,,,,,,,,,CDKA (102),
tell a story,,,,,quliyanguarluni,quliyanguarluni,,,,,,,,,,CDKA (102),
"tell a story to him, tell him about it",,,,,quliyanguilluku,quliyanguilluku,,,,,,,,,,CDKA (102),
tell on him,,,,,quliyarluku,quliyarluku,,,,,,,,,,CDKA (107),
tell on someone,,,,,quliyarluni,quliyarluni,,,,,,,,,,CDKA (107),
the upper part of it,,,,,qullia,qullia,,,,,,,,,,CDKA (112),
nine,,,,,qulnguyan,qulnguyan,,,,,,,,,,CDKA (79),
nine (card),,,,,qulnguyaq,qulnguyaq,,,,,,,,,,CDKA (79),
raise it (higher in elevation),,,,,qulwarlluku,qulwarlluku,,,,,,,,,,CDKA (88),
"go higher, rise (to a higher elevation)",,,,,qulwarluni,qulwarluni,,,,,,,,,,CDKA (66),
platform cache,,,,,qulwarwik,qulwarwik,,,,,,,,,,CDKA (43),
be ticklish (all the time),,,,,qumcaatarluni,qumcaatarluni,,,,,,,,,,CDKA (108),
be ticklish,,,,,qumcaayugluni,qumcaayugluni,,,,,,,,,,CDKA (108),
tickle him,,,,,qumcaayutaarluku,qumcaayutaarluku,,,,,,,,,,CDKA (108),
something held inside one's coat,,,,,qumiaq,qumiaq,,,,,,,,,,CDKA (66),
hold it inside one's coat or jacket,,,,,qumiaqlluku,qumiaqlluku,,,,,,,,,,CDKA (46),
put it inside one's coat or jacket,,,,,qumigluku,qumigluku,,,,,,,,,,CDKA (46),
be pregnant,,,,,qumigluni,qumigluni,,,,,,,,,,CDKA (87),
"be scary, spooky",,,,,qumsuugnarluni,qumsuugnarluni,,,,,,,,,,CDKA (93),
"be scared, spooked (all the time)",,,,,qumsuugtaarluni,qumsuugtaarluni,,,,,,,,,,CDKA (92),
"be scared, spooked (especially of the unknown or unusual)",,,,,qumsuugyugluni,qumsuugyugluni,,,,,,,,,,CDKA (92),
"be scared, spooked by it",,,,,qumsuuklluku,qumsuuklluku,,,,,,,,,,CDKA (93),
pack things,,,,,qungaciluni,qungaciluni,,,,,,,,,,CDKA (83),
save it for later,,,,,qungluglluku,qungluglluku,,,,,,,,,,CDKA (92),
grave,,,,,qunguq,qunguq,,,,,,,,,,CDKA (62),
bury him,,,,,qungurluku,qungurluku,,,,,,,,,,CDKA (43),
pet,,,,,qungutu'aq,qungutu'aq,,,,,,,,,,CDKA (84),
his pet,,,,,qunguturaa,qunguturaa,,,,,,,,,,CDKA (84),
"bury someone, have a burial",,,,,qunguwiluni,qunguwiluni,,,,,,,,,,CDKA (43),
love him,,,,,qunuklluku,qunuklluku,,,,,,,,,,CDKA (75),
be loveable,,,,,qununarluni,qununarluni,,,,,,,,,,CDKA (75),
be loving,,,,,qunutarluni,qunutarluni,,,,,,,,,,CDKA (75),
"be broke, break, explode, blow up, go off (gun)",,,,,qup'arlluni,qup'arlluni,,,,,,,,,,CDKA (42),
dime,,,,,qupa,qupa,,,,,{pl} qupet,,,,,CDKA (51),
crack,,,,,quparneq,quparneq,,,,,,,,,,CDKA (48),
"a piece of it, half of it",,,,,qupii,qupii,,,,,,,,,,CDKA (85),
share half of something with him,,,,,qupkuiluku,qupkuiluku,,,,,,,,,,CDKA (63),
"cut it (lengthwise, by splitting or dividing it), split it",,,,,quplluku,quplluku,,,,,,,,,,CDKA (49),
split,,,,,quplluni,quplluni,,,,,,,,,,CDKA (100),
cut some (lengthwise),,,,,qupulluni,qupulluni,,,,,,,,,,CDKA (49),
"piece of wood, stick",,,,,qupuraq,qupuraq,,,,,,,,,,CDKA (117),
split it (continuously),,,,,qupurluku,qupurluku,,,,,,,,,,CDKA (100),
urinate,,,,,qurlluni,qurlluni,,,,,,,,,,CDKA (113),
waterfall,,,,,qurllurta,qurllurta,,,,,,,,,,CDKA (115),
go to the bathroom (urinate),,,,,qursaturluni,qursaturluni,,,,,,,,,,CDKA (61),
"have to go to the bathroom (urinate), have to urinate",,,,,qursugluni,qursugluni,,,,,,,,,,CDKA (38),
beach,,,,,quta,quta,,,,,,,,,,CDKA (38),
"beachcomb, walk on the beach",,,,,qutirluni,qutirluni,,,,,,,,,,CDKA (38),
on the beach,,,,,qutmi,qutmi,,,,,,,,,,CDKA (38),
keep on snoring,,,,,qutualuni,qutualuni,,,,,,,,,,CDKA (97),
snore,,,,,qutugluni,qutugluni,,,,,,,,,,CDKA (97),
be sour,,,,,quuhnarluni,quuhnarluni,,,,,{adj} quuhnasqaq,,,,,CDKA (99),
have a sour taste in one's mouth,,,,,quuhniyugluni,quuhniyugluni,,,,,,,,,,CDKA (99),
be soured,,,,,quuleglluku,quuleglluku,,,,,,,,,,CDKA (99),
small of one's back,,,,,quuyaq,quuyaq,,,,,,,,,,CDKA (97),
"be grateful for it, be thankful for it or to him",,,,,quyaklluku,quyaklluku,,,,,,,,,,CDKA (63),
